business type,deposit 1,deposit 2,deposit 3,avg deposit amount,avg deposit count,num of days with neg balance,credit score,satisfactory credit account,delinquent credit account,credit inquiries,past default,time since last default,number of lenders,individual lender withdrawals,monthly lender withdrawal,leftover cashflow,approval,offer,rate,term (days)
INSURANCE AGENT,27570.33,17715.21,20818.95,22034.83,6,15,497,0,4,19,False,-1,2,358.20;205.81,12261.58,9773.25,Approved,5000,1.45,70
DAY CARE CENTER,23141.62,23287.66,35146.62,27191.97,9,1,684,30,2,37,True,0,0,N/A,0.0,27191.97,Denied,0.0,0.0,0
CONSTRUCTION RELATED,31502.09,38652.41,42837.43,37663.97,4,10,369,30,24,41,False,-1,4,701.04;248.94;289.39;213.61,31587.79,6076.19,Approved,4000,1.45,60
INSURANCE AGENT,22135.17,18990.37,23534.22,21553.25,7,13,698,31,25,42,False,-1,3,400.12;228.16;164.10,17226.34,4326.91,Approved,5000,1.45,70
TRUCKING COMPANY,24622.68,658.74,17179.02,14153.48,6,6,465,20,15,28,True,3,0,N/A,0.0,14153.48,Denied,0.0,0.0,0
CAR DEALER,16718.75,50708.5,0,22475.75,7,0,654,20,23,30,True,1,0,N/A,0.0,22475.75,Denied,0.0,0.0,0
PLUMBER,4325.16,4705.29,3218.41,4082.95,7,5,605,19,9,47,False,-1,1,63.66,1383.97,2698.98,Approved,2000,1.45,60
PLUMBER,1757.12,3000.88,1074.59,1944.2,8,16,679,22,12,25,True,2,1,39.87,866.77,1077.42,Denied,0.0,0.0,0
STAFFING COMPANY,2941.55,23736.73,7188.61,11288.96,17,0,646,32,26,35,False,-1,3,142.65;111.76;56.59,6761.14,4527.82,Denied,0.0,0.0,0
TOWING COMPANY,16230.98,27196.78,31045.51,24824.42,9,0,506,6,3,23,True,1,1,283.60,6165.46,18658.96,Approved,4000,1.45,60
CONSTRUCTION RELATED,6746.84,1148.2,2951.63,3615.55,5,9,583,7,20,21,False,-1,1,54.37,1182.0,2433.55,Denied,0.0,0.0,0
HOTEL,4910.59,1881.79,12326.66,6373.02,19,13,652,8,18,50,True,1,1,84.75,1842.46,4530.55,Denied,0.0,0.0,0
FITNESS CENTER,53682.84,49551.13,9978.36,37737.44,11,0,646,33,3,36,False,-1,0,N/A,0.0,37737.44,Approved,12000,1.45,90
GAS STATION,13244.21,35174.8,28.5,16149.17,17,0,543,31,20,43,False,-1,6,195.37;173.12;102.77;79.08;60.91;53.07,14442.32,1706.85,Denied,0.0,0.0,0
CONSTRUCTION RELATED,11169.67,20782.13,36136.0,22695.93,4,7,473,12,18,25,True,3,0,N/A,0.0,22695.93,Denied,0.0,0.0,0
FITNESS CENTER,11543.96,14484.17,18360.99,14796.37,14,0,489,3,34,37,True,2,1,231.02,5022.37,9774.0,Denied,0.0,0.0,0
DAY CARE CENTER,18684.05,4220.39,991.5,7965.31,11,0,544,14,28,15,False,-1,5,128.92;65.68;63.99;24.13;44.45,7112.68,852.64,Denied,0.0,0.0,0
GROCERY STORE,23706.11,22223.87,33965.66,26631.88,17,14,613,7,31,19,True,2,1,517.57,11251.97,15379.91,Approved,5000,1.45,70
DAY CARE CENTER,1489.61,735.41,1000.49,1075.17,9,4,456,14,11,37,True,1,0,N/A,0.0,1075.17,Denied,0.0,0.0,0
CAR DEALER,4544.51,5005.21,7266.62,5605.44,5,0,500,23,10,38,True,0,0,N/A,0.0,5605.44,Denied,0.0,0.0,0
INSURANCE AGENT,4144.09,51440.62,25838.43,27141.05,6,9,553,3,34,30,False,-1,6,350.39;187.59;141.07;121.76;105.77;96.50,21806.96,5334.09,Denied,0.0,0.0,0
GAS STATION,31132.62,32781.47,24225.41,29379.83,18,0,596,16,28,33,False,-1,0,N/A,0.0,29379.83,Approved,11000,1.45,90
AUTO REPAIR SHOP,13710.53,10988.37,14834.49,13177.8,7,0,468,16,25,29,False,-1,4,187.70;124.59;105.62;70.25,10612.6,2565.2,Approved,3000,1.45,70
TRUCKING COMPANY,25192.62,34571.88,11336.18,23700.23,5,0,500,10,15,45,False,-1,2,496.59;222.92,15642.15,8058.08,Approved,5000,1.45,70
LUXURY TRANSPORTATION SERVICE,13305.88,31069.1,22842.35,22405.77,7,12,536,32,0,8,True,0,0,N/A,0.0,22405.77,Denied,0.0,0.0,0
GAS STATION,13672.96,10995.15,26214.71,16960.94,18,4,494,26,32,39,False,-1,0,N/A,0.0,16960.94,Approved,5000,1.45,70
INSURANCE AGENT,8935.71,9371.33,9604.26,9303.77,4,11,560,23,14,34,False,-1,3,178.95;78.02;75.66,7231.38,2072.39,Approved,2000,1.45,60
GROCERY STORE,19923.45,21348.75,21454.65,20908.95,17,0,512,31,6,39,True,1,0,N/A,0.0,20908.95,Denied,0.0,0.0,0
OTHER,16026.33,8247.12,10056.66,11443.37,14,8,613,13,5,22,False,-1,1,188.05,4088.21,7355.16,Approved,6000,1.45,70
TRUCKING COMPANY,6921.54,13205.53,0,6709.02,4,0,610,0,13,20,True,2,1,91.55,1990.3,4718.73,Denied,0.0,0.0,0
TOWING COMPANY,2651.18,11144.36,15245.66,9680.4,8,0,464,5,17,26,True,0,0,N/A,0.0,9680.4,Denied,0.0,0.0,0
DENTISTS' OFFICE,19372.19,38574.46,40151.54,32699.4,11,0,516,8,16,34,False,-1,1,627.51,13642.07,19057.33,Approved,15000,1.45,70
GAS STATION,5160.51,6290.54,6397.31,5949.45,15,1,603,6,7,26,False,-1,2,88.60;58.05,3188.17,2761.28,Approved,2000,1.45,60
GAS STATION,5094.2,5471.41,3406.48,4657.36,18,1,725,18,24,15,False,-1,0,N/A,0.0,4657.36,Approved,3000,1.45,75
CAR DEALER,1563.02,2920.42,9880.8,4788.08,6,12,581,18,1,29,False,-1,0,N/A,0.0,4788.08,Denied,0.0,0.0,0
GAS STATION,0,0,20438.33,6812.78,15,5,511,24,21,31,False,-1,4,107.23;67.29;56.61;41.21,5920.67,892.1,Denied,0.0,0.0,0
INSURANCE AGENT,8922.49,10008.0,3423.86,7451.45,7,2,451,16,8,39,False,-1,2,125.05;75.21,4353.65,3097.8,Approved,2000,1.45,60
DAY CARE CENTER,7594.92,5790.07,6957.75,6780.91,10,0,655,7,12,11,False,-1,2,118.95;66.92,4040.81,2740.1,Denied,0.0,0.0,0
LUXURY TRANSPORTATION SERVICE,41813.1,0,64385.7,35399.6,8,0,462,12,16,11,True,0,0,N/A,0.0,35399.6,Denied,0.0,0.0,0
STAFFING COMPANY,18591.99,35959.86,31865.96,28805.94,17,0,551,9,24,22,False,-1,1,235.08,5110.64,23695.3,Approved,8000,1.45,70
DENTISTS' OFFICE,1331.83,1110.59,1088.12,1176.85,11,0,457,34,23,18,True,1,0,N/A,0.0,1176.85,Denied,0.0,0.0,0
DENTISTS' OFFICE,1807.05,3142.0,1548.82,2165.96,12,7,465,33,15,28,False,-1,0,N/A,0.0,2165.96,Denied,0.0,0.0,0
GAS STATION,46080.74,26821.44,43158.38,38686.85,17,10,524,12,25,32,True,0,0,N/A,0.0,38686.85,Denied,0.0,0.0,0
RESTAURANT,11486.36,8689.45,10308.28,10161.36,17,3,541,32,30,24,True,0,0,N/A,0.0,10161.36,Denied,0.0,0.0,0
AUTO REPAIR SHOP,28585.73,26975.42,7190.88,20917.34,9,3,661,31,28,49,False,-1,7,241.45;249.53;96.67;111.87;93.91;110.56;65.38,21074.1,0,Denied,0.0,0.0,0
AUTO REPAIR SHOP,12682.81,12581.88,6770.46,10678.39,7,6,584,10,13,16,False,-1,0,N/A,0.0,10678.39,Approved,8000,1.45,100
AUTO REPAIR SHOP,32706.51,22440.96,37863.27,31003.58,7,0,530,26,2,44,True,0,1,645.88,14041.43,16962.15,Denied,0.0,0.0,0
OTHER,29702.65,11186.4,30915.12,23934.72,15,0,455,2,4,29,True,0,0,N/A,0.0,23934.72,Denied,0.0,0.0,0
TOWING COMPANY,3836.35,4964.59,6894.35,5231.76,7,7,311,7,13,46,True,0,1,104.07,2262.48,2969.28,Denied,0.0,0.0,0
STAFFING COMPANY,38877.76,19980.08,59208.87,39355.57,15,6,416,23,17,41,True,0,0,N/A,0.0,39355.57,Denied,0.0,0.0,0
OTHER,6738.62,1885.24,1913.94,3512.6,15,0,552,25,33,24,True,0,0,N/A,0.0,3512.6,Denied,0.0,0.0,0
CONSTRUCTION RELATED,7650.57,10953.78,0,6201.45,5,0,695,32,20,31,True,1,2,68.97;25.91,2062.69,4138.76,Denied,0.0,0.0,0
DENTISTS' OFFICE,12219.21,28859.62,25903.26,22327.36,14,0,457,32,12,36,False,-1,5,395.35;153.16;135.26;92.60;130.94,19724.92,2602.44,Approved,4000,1.45,85
DAY CARE CENTER,0,0,0,0,10,0,485,15,0,37,True,1,1,0.00,0.0,0.0,Denied,0.0,0.0,0
FITNESS CENTER,34787.05,15173.6,12108.68,20689.78,16,16,486,33,25,34,True,2,1,367.79,7995.75,12694.02,Denied,0.0,0.0,0
FITNESS CENTER,3907.41,57283.73,38656.53,33282.56,13,5,560,30,28,44,False,-1,3,601.51;321.13;223.28,24912.3,8370.26,Denied,0.0,0.0,0
AUTO REPAIR SHOP,23267.44,27346.44,19939.88,23517.92,7,0,626,16,23,23,True,0,0,N/A,0.0,23517.92,Denied,0.0,0.0,0
OTHER,44901.88,43378.58,9901.95,32727.47,8,13,570,19,25,47,False,-1,3,616.65;246.24;245.74,24101.62,8625.86,Approved,6000,1.45,70
INSURANCE AGENT,16304.71,15344.71,16844.89,16164.77,7,2,478,29,29,47,True,2,1,229.60,4991.5,11173.26,Approved,3000,1.45,60
RESTAURANT,31491.58,15463.29,21996.59,22983.82,18,2,605,18,24,23,True,1,0,N/A,0.0,22983.82,Denied,0.0,0.0,0
HOTEL,0,3395.32,8560.21,3985.18,19,5,575,3,9,26,True,3,0,N/A,0.0,3985.18,Denied,0.0,0.0,0
INSURANCE AGENT,5751.64,5509.64,7691.36,6317.55,6,0,570,12,5,14,True,0,0,N/A,0.0,6317.55,Denied,0.0,0.0,0
JANITORIAL SERVICE,8005.25,7776.98,7854.75,7879.0,16,4,483,24,24,24,True,0,0,N/A,0.0,7879.0,Denied,0.0,0.0,0
HOTEL,12035.72,6242.91,19320.73,12533.12,20,0,491,25,29,47,True,0,0,N/A,0.0,12533.12,Denied,0.0,0.0,0
GAS STATION,49778.05,26134.65,17399.32,31104.01,16,4,433,22,0,26,True,1,0,N/A,0.0,31104.01,Denied,0.0,0.0,0
LUXURY TRANSPORTATION SERVICE,6021.27,6722.16,5722.27,6155.23,6,3,536,5,7,38,False,-1,5,102.63;54.55;38.91;36.41;17.77,5440.87,714.36,Denied,0.0,0.0,0
PLUMBER,37067.9,27928.64,29120.6,31372.38,8,1,645,25,1,36,True,1,0,N/A,0.0,31372.38,Denied,0.0,0.0,0
LUXURY TRANSPORTATION SERVICE,19200.51,2019.02,7845.9,9688.48,5,0,694,29,21,24,False,-1,3,203.19;131.56;51.80,8403.6,1284.88,Approved,2000,1.45,60
JANITORIAL SERVICE,12143.47,29161.75,44385.36,28563.52,10,0,536,27,7,40,True,1,0,N/A,0.0,28563.52,Denied,0.0,0.0,0
JANITORIAL SERVICE,15786.0,11260.24,10084.17,12376.81,11,9,352,11,5,37,False,-1,1,244.38,5312.82,7063.98,Approved,6000,1.45,70
OTHER,16269.09,14208.91,7235.13,12571.04,10,0,554,28,8,19,True,1,1,173.99,3782.54,8788.5,Approved,3000,1.45,60
JANITORIAL SERVICE,10940.79,10343.38,25470.66,15584.95,11,2,633,21,13,21,False,-1,3,173.01;158.23;98.83,9349.72,6235.22,Approved,4000,1.45,70
AUTO REPAIR SHOP,25241.01,24915.96,22515.43,24224.13,9,0,667,2,30,33,False,-1,2,300.77;272.81,12469.63,11754.5,Approved,6000,1.45,70
FITNESS CENTER,352.25,3385.24,28828.53,10855.34,11,0,363,27,6,11,True,0,1,165.33,3594.27,7261.06,Denied,0.0,0.0,0
JANITORIAL SERVICE,18466.08,22208.02,0,13558.03,15,9,498,3,23,32,False,-1,2,147.84;100.91,5407.82,8150.21,Approved,4000,1.45,60
INSURANCE AGENT,43732.77,7709.59,55424.99,35622.45,6,10,655,21,30,33,True,0,1,666.82,14496.67,21125.78,Denied,0.0,0.0,0
HOTEL,24520.47,21852.52,18816.5,21729.83,20,8,586,21,4,25,False,-1,2,419.65;165.65,12724.42,9005.41,Approved,11000,1.45,110
GROCERY STORE,43758.76,28546.37,26966.59,33090.57,18,0,609,7,10,20,True,1,0,N/A,0.0,33090.57,Denied,0.0,0.0,0
CONSTRUCTION RELATED,31392.05,27692.4,56629.15,38571.2,4,0,571,11,28,24,True,0,0,N/A,0.0,38571.2,Denied,0.0,0.0,0
CONSTRUCTION RELATED,7372.24,6902.44,9524.45,7933.04,4,0,684,10,17,46,True,0,0,N/A,0.0,7933.04,Denied,0.0,0.0,0
FITNESS CENTER,63815.51,18920.11,33851.34,38862.32,12,0,497,27,19,25,True,0,0,N/A,0.0,38862.32,Denied,0.0,0.0,0
DAY CARE CENTER,14094.27,16455.33,4608.27,11719.29,11,0,526,2,21,22,False,-1,5,217.91;121.55;67.83;76.06;44.20,11468.94,250.36,Denied,0.0,0.0,0
RESTAURANT,34601.83,38104.23,17538.02,30081.36,16,2,562,9,15,27,False,-1,3,537.39;282.63;176.93,21673.69,8407.67,Approved,8000,1.45,70
GROCERY STORE,9297.05,30355.1,36976.91,25543.02,18,14,527,34,21,32,False,-1,2,503.82;193.59,15161.69,10381.32,Approved,3000,1.45,60
DAY CARE CENTER,10246.66,7953.12,23156.22,13785.34,8,0,579,18,31,49,True,0,0,N/A,0.0,13785.34,Denied,0.0,0.0,0
LUXURY TRANSPORTATION SERVICE,27385.63,19349.89,19409.58,22048.37,7,0,525,28,11,43,False,-1,3,373.87;130.77;162.73,14508.62,7539.74,Approved,3500,1.45,70
GAS STATION,43721.68,38374.04,31935.45,38010.39,20,4,606,19,15,14,False,-1,6,653.13;359.55;181.76;218.15;164.84;126.89,37051.92,958.47,Denied,0.0,0.0,0
OTHER,27420.26,25053.37,5365.39,19279.67,9,0,488,0,26,38,True,2,0,N/A,0.0,19279.67,Denied,0.0,0.0,0
DAY CARE CENTER,8790.94,26455.45,21921.56,19055.98,7,3,601,31,21,26,True,1,2,297.59;143.88,9597.56,9458.43,Denied,0.0,0.0,0
DAY CARE CENTER,25805.84,20737.32,14794.19,20445.78,8,3,414,22,12,45,True,1,0,N/A,0.0,20445.78,Denied,0.0,0.0,0
CONSTRUCTION RELATED,2916.39,1509.49,2982.79,2469.56,6,0,509,4,24,42,False,-1,0,N/A,0.0,2469.56,Denied,0.0,0.0,0
INSURANCE AGENT,18365.81,29273.76,18092.23,21910.6,6,0,518,13,22,41,False,-1,1,407.49,8858.83,13051.77,Approved,11000,1.45,75
DENTISTS' OFFICE,18718.43,18569.69,19526.06,18938.06,13,16,654,9,1,26,True,1,0,N/A,0.0,18938.06,Denied,0.0,0.0,0
TRUCKING COMPANY,21047.35,23449.52,14589.03,19695.3,3,0,480,12,17,28,False,-1,1,393.99,8565.34,11129.96,Approved,6000,1.45,70
INSURANCE AGENT,35133.6,44645.74,20755.48,33511.61,6,1,617,26,6,40,False,-1,3,458.89;313.90;216.65,21510.43,12001.18,Approved,10500,1.45,85
TRUCKING COMPANY,2029.02,7793.96,5471.04,5098.01,5,2,698,13,12,30,False,-1,1,77.36,1681.81,3416.2,Denied,0.0,0.0,0
CONSTRUCTION RELATED,20030.06,17016.28,17471.16,18172.5,2,1,454,25,30,42,False,-1,2,288.28;189.31,10382.81,7789.69,Approved,4000,1.45,60
RESTAURANT,34083.54,26832.29,39311.19,33409.0,18,0,487,19,3,20,True,4,2,522.28;230.38,16362.83,17046.18,Approved,9000,1.45,70
DENTISTS' OFFICE,23542.35,27726.06,3293.87,18187.43,13,6,658,8,28,33,False,-1,0,N/A,0.0,18187.43,Approved,5000,1.45,70
HOTEL,16892.1,24885.76,25341.48,22373.11,20,0,331,6,20,13,True,2,2,314.92;233.87,11930.69,10442.42,Approved,5000,1.45,60
FITNESS CENTER,41771.05,38916.68,36036.46,38908.06,11,11,706,3,1,35,True,1,0,N/A,0.0,38908.06,Denied,0.0,0.0,0
TRUCKING COMPANY,24278.93,27470.17,31800.77,27849.96,3,0,512,33,10,21,True,1,0,N/A,0.0,27849.96,Denied,0.0,0.0,0
HOTEL,7065.3,11486.72,16798.21,11783.41,19,0,482,24,15,34,False,-1,1,203.89,4432.57,7350.84,Approved,4000,1.45,60
RESTAURANT,7125.78,6884.36,2886.7,5632.28,18,22,326,27,16,23,True,1,0,N/A,0.0,5632.28,Denied,0.0,0.0,0
CAR DEALER,0,60898.81,36892.25,32597.02,6,0,470,29,28,39,True,1,1,528.27,11484.59,21112.43,Denied,0.0,0.0,0
CAR DEALER,1127.39,1118.17,569.28,938.28,5,2,647,28,3,28,True,0,0,N/A,0.0,938.28,Denied,0.0,0.0,0
STAFFING COMPANY,5125.78,5174.14,1557.86,3952.59,16,2,485,2,31,20,True,0,2,56.07;41.89,2129.65,1822.94,Denied,0.0,0.0,0
DENTISTS' OFFICE,44939.85,30889.98,38957.33,38262.39,11,0,478,23,33,57,True,0,0,N/A,0.0,38262.39,Denied,0.0,0.0,0
INSURANCE AGENT,9888.54,11301.57,10551.7,10580.6,7,0,584,23,27,48,False,-1,3,177.47;101.18;93.10,8081.84,2498.76,Approved,2000,1.45,60
RESTAURANT,16965.77,29981.48,30560.18,25835.81,18,0,526,30,19,40,False,-1,3,419.39;237.57;177.29,18136.59,7699.22,Approved,6000,1.45,70
HOTEL,38667.01,22808.0,36319.47,32598.16,20,2,646,0,18,30,False,-1,0,N/A,0.0,32598.16,Approved,5000,1.45,60
TRUCKING COMPANY,19690.39,769.51,32205.65,17555.18,3,2,500,17,23,35,True,1,0,N/A,0.0,17555.18,Denied,0.0,0.0,0
CAR DEALER,17104.11,17384.81,15066.43,16518.45,7,3,527,2,33,28,False,-1,5,265.81;201.92;133.32;112.49;110.14,17906.8,0,Denied,0.0,0.0,0
TRUCKING COMPANY,20244.81,10243.4,23113.8,17867.33,5,0,474,31,27,38,True,1,0,N/A,0.0,17867.33,Denied,0.0,0.0,0
TOWING COMPANY,2423.22,0,4192.07,2205.1,8,2,535,1,27,37,False,-1,0,N/A,0.0,2205.1,Denied,0.0,0.0,0
RESTAURANT,6425.24,8038.5,4775.72,6413.15,16,0,626,29,18,26,True,0,1,96.06,2088.34,4324.81,Denied,0.0,0.0,0
CONSTRUCTION RELATED,41002.61,38912.53,65666.81,48527.32,7,4,535,12,20,25,False,-1,0,N/A,0.0,48527.32,Approved,15000,1.45,100
LUXURY TRANSPORTATION SERVICE,22135.82,32761.14,17143.74,24013.56,6,0,607,4,25,10,False,-1,5,484.76;238.89;170.93;93.12;72.44,23047.44,966.12,Denied,0.0,0.0,0
OTHER,9300.57,4891.78,6577.93,6923.42,12,0,683,28,18,19,True,3,0,N/A,0.0,6923.42,Denied,0.0,0.0,0
OTHER,67236.61,75317.09,58021.8,66858.5,11,3,602,19,2,43,False,-1,4,1098.96;584.34;491.43;452.35,57112.72,9745.78,Approved,12000,1.46,70
OTHER,31612.01,20531.82,27300.11,26481.31,13,13,434,8,17,35,False,-1,1,445.12,9676.91,16804.4,Approved,4500,1.45,60
TOWING COMPANY,29065.18,24441.95,25652.64,26386.59,7,0,615,34,23,20,True,2,0,N/A,0.0,26386.59,Approved,2000,1.45,50
AUTO REPAIR SHOP,35785.22,22393.76,24815.47,27664.82,11,0,747,30,19,10,False,-1,2,476.68;225.33,15261.7,12403.12,Approved,15000,1.45,120
CAR DEALER,7920.29,8193.92,4467.53,6860.58,6,4,650,9,2,18,False,-1,3,142.50;62.49;45.40,5443.48,1417.1,Denied,0.0,0.0,0
CONSTRUCTION RELATED,3998.44,2231.2,3513.76,3247.8,4,4,561,18,8,42,True,4,1,59.77,1299.4,1948.4,Denied,0.0,0.0,0
CAR DEALER,38211.95,55253.14,42473.62,45312.9,4,3,564,32,33,29,False,-1,5,565.24;415.17;364.63;291.38;166.35,39192.22,6120.68,Approved,5000,1.45,60
DAY CARE CENTER,1412.33,2236.83,3519.53,2389.56,9,4,501,27,29,36,True,3,0,N/A,0.0,2389.56,Denied,0.0,0.0,0
DENTISTS' OFFICE,11798.36,0,23084.66,11627.67,12,5,526,9,29,36,True,0,2,163.98;73.25,5157.38,6470.29,Denied,0.0,0.0,0
INSURANCE AGENT,12467.66,17911.84,16286.46,15555.32,7,5,549,9,3,40,True,0,1,256.81,5583.05,9972.27,Approved,3000,1.45,60
AUTO REPAIR SHOP,36651.99,57190.34,51935.87,48592.73,7,0,473,6,16,20,True,0,0,N/A,0.0,48592.73,Denied,0.0,0.0,0
INSURANCE AGENT,37715.44,36673.63,38841.85,37743.64,7,2,637,22,28,19,True,0,0,N/A,0.0,37743.64,Denied,0.0,0.0,0
GAS STATION,6216.37,11024.06,16293.55,11177.99,18,8,481,10,8,20,False,-1,3,164.73;143.35;69.93,8217.94,2960.06,Approved,2000,1.45,60
HOTEL,11847.33,14149.69,17379.35,14458.79,18,6,515,16,22,52,False,-1,2,206.34;111.78,6915.93,7542.86,Approved,4000,1.45,65
TRUCKING COMPANY,4930.57,16454.17,13866.11,11750.28,5,0,613,0,0,46,True,1,1,186.48,4054.08,7696.21,Denied,0.0,0.0,0
FITNESS CENTER,9162.84,11642.24,9008.14,9937.74,10,6,498,28,6,32,True,2,0,N/A,0.0,9937.74,Denied,0.0,0.0,0
OTHER,16044.02,11641.0,11403.31,13029.44,17,5,492,15,21,38,True,1,1,197.42,4291.91,8737.53,Approved,3000,1.45,60
TRUCKING COMPANY,23975.65,14393.88,15934.15,18101.23,5,0,752,4,24,35,False,-1,4,247.37;160.77;101.80;107.03,13412.93,4688.3,Denied,0.0,0.0,0
GAS STATION,9001.7,59532.41,27820.58,32118.23,19,0,554,16,15,28,False,-1,4,323.94;251.32;273.45;221.08,23257.23,8860.99,Denied,0.0,0.0,0
INSURANCE AGENT,16411.69,32620.72,39887.52,29639.98,6,6,643,30,22,29,True,0,0,N/A,0.0,29639.98,Denied,0.0,0.0,0
TRUCKING COMPANY,37912.75,40336.88,30370.07,36206.56,5,0,516,20,13,49,False,-1,3,444.19;254.42;201.66,19571.87,16634.69,Approved,7000,1.45,70
PLUMBER,42638.57,28709.49,48053.57,39800.54,5,0,691,34,8,22,False,-1,3,655.90;428.25;246.55,28929.42,10871.12,Approved,11000,1.45,75
FITNESS CENTER,19938.95,34762.58,30514.15,28405.23,17,5,514,16,28,17,True,0,0,N/A,0.0,28405.23,Denied,0.0,0.0,0
DENTISTS' OFFICE,5358.55,3979.66,2531.07,3956.43,11,3,610,20,12,33,True,3,1,76.66,1666.59,2289.84,Denied,0.0,0.0,0
DENTISTS' OFFICE,28908.67,24170.09,31362.94,28147.24,11,0,560,19,21,28,True,0,0,N/A,0.0,28147.24,Denied,0.0,0.0,0
CAR DEALER,29822.5,30756.6,36591.68,32390.26,6,0,547,2,31,25,False,-1,3,575.49;113.89;208.69,19524.04,12866.22,Approved,5000,1.45,70
DENTISTS' OFFICE,7790.83,11733.27,17868.6,12464.24,11,0,615,33,24,37,False,-1,2,184.35;149.69,7262.03,5202.21,Approved,4200,1.45,70
RESTAURANT,5158.71,15969.85,20704.68,13944.41,16,6,723,32,25,35,False,-1,6,180.36;140.29;100.65;63.98;67.14;52.09,13142.05,802.37,Denied,0.0,0.0,0
CONSTRUCTION RELATED,10501.0,39338.36,23201.1,24346.82,8,0,382,25,26,23,False,-1,1,322.38,7008.54,17338.28,Approved,4500,1.45,65
FITNESS CENTER,23617.69,20506.51,31296.07,25140.09,11,0,608,9,26,20,False,-1,3,370.11;249.37;178.87,17356.13,7783.96,Approved,4200,1.45,60
RESTAURANT,20577.59,16003.31,1300.97,12627.29,18,0,489,24,22,17,False,-1,2,272.64;106.08,8233.37,4393.92,Approved,2000,1.45,60
DENTISTS' OFFICE,9651.89,8843.06,8348.33,8947.76,14,0,538,28,24,34,True,2,0,N/A,0.0,8947.76,Denied,0.0,0.0,0
GROCERY STORE,2417.23,1218.18,2410.6,2015.34,17,4,660,20,2,41,True,1,0,N/A,0.0,2015.34,Denied,0.0,0.0,0
INSURANCE AGENT,32182.7,34614.05,29451.03,32082.59,8,0,511,23,27,16,False,-1,1,401.87,8736.65,23345.94,Approved,13000,1.45,70
TRUCKING COMPANY,3332.11,4015.24,3436.85,3594.73,4,12,549,27,20,41,True,0,1,73.10,1589.19,2005.54,Denied,0.0,0.0,0
HOTEL,19831.21,17348.4,15741.24,17640.28,20,0,772,14,34,34,False,-1,1,270.18,5873.71,11766.57,Approved,6000,1.45,70
LUXURY TRANSPORTATION SERVICE,0,6680.39,6228.0,4302.8,5,2,775,32,2,38,False,-1,2,94.14;37.04,2851.85,1450.94,Denied,0.0,0.0,0
GAS STATION,13573.85,23435.56,15058.46,17355.96,19,0,453,3,30,31,False,-1,2,215.75;154.59,8051.19,9304.77,Approved,4200,1.45,65
CONSTRUCTION RELATED,0,6498.72,8853.38,5117.37,7,0,504,31,13,28,False,-1,2,76.56;42.39,2585.97,2531.39,Denied,0.0,0.0,0
INSURANCE AGENT,2388.62,20692.98,29285.92,17455.84,7,9,432,9,28,35,True,2,0,N/A,0.0,17455.84,Denied,0.0,0.0,0
CAR DEALER,47228.96,20433.69,31740.31,33134.32,4,3,682,19,3,34,False,-1,4,542.39;266.73;284.40;185.69,27810.03,5324.29,Denied,0.0,0.0,0
OTHER,4312.37,5805.43,4314.11,4810.64,10,10,471,11,32,32,True,2,0,N/A,0.0,4810.64,Denied,0.0,0.0,0
JANITORIAL SERVICE,4765.11,2978.1,4137.08,3960.1,11,2,478,28,32,27,True,3,2,45.14;34.83,1738.55,2221.55,Denied,0.0,0.0,0
INSURANCE AGENT,89774.14,84846.77,95702.29,90107.74,7,18,460,12,27,4,True,3,2,1393.12;976.43,51514.02,38593.72,Approved,22000,1.45,60
LUXURY TRANSPORTATION SERVICE,10761.53,17278.85,9934.84,12658.41,6,0,516,7,2,24,True,2,1,194.00,4217.56,8440.85,Denied,0.0,0.0,0
RESTAURANT,8293.93,11208.89,10797.34,10100.05,17,0,577,26,29,24,True,2,0,N/A,0.0,10100.05,Denied,0.0,0.0,0
DENTISTS' OFFICE,43930.41,12491.29,0,18807.23,11,0,463,21,10,28,True,3,0,N/A,0.0,18807.23,Denied,0.0,0.0,0
FITNESS CENTER,22579.9,22980.15,34325.99,26628.68,10,0,639,30,34,20,False,-1,0,N/A,0.0,26628.68,Approved,9000,1.45,100
TRUCKING COMPANY,69687.0,56713.12,18752.16,48384.09,4,2,459,4,12,10,True,0,0,N/A,0.0,48384.09,Denied,0.0,0.0,0